X,CH1,CH2,Start,Increment,
Sequence,Volt,Volt,-4.630000e-02,5.000000e-05,
0,-1.240000e+00,-1.400000e-02,
1,-1.320000e+00,-4.000000e-03,
2,-1.240000e+00,-1.400000e-02,
3,-1.320000e+00,-4.000000e-03,
4,-1.320000e+00,-1.200000e-02,
5,-1.240000e+00,-2.000000e-03,
6,-1.260000e+00,-6.000001e-03,
7,-1.320000e+00,4.000000e-03,
8,-1.260000e+00,4.000000e-03,
9,-1.340000e+00,-6.000001e-03,
10,-1.260000e+00,-8.000000e-03,
11,-1.340000e+00,4.000000e-03,
12,-1.320000e+00,-1.000000e-02,
13,-1.260000e+00,0.000000e+00,
14,-1.320000e+00,0.000000e+00,
15,-1.260000e+00,-8.000000e-03,
16,-1.240000e+00,-1.000000e-02,
17,-1.320000e+00,-2.000000e-03,
18,-1.240000e+00,-2.000000e-03,
19,-1.300000e+00,-1.200000e-02,
20,-1.280000e+00,-1.200000e-02,
21,-1.220000e+00,-4.000000e-03,
22,-1.280000e+00,-1.400000e-02,
23,-1.200000e+00,-4.000000e-03,
24,-1.260000e+00,-6.000001e-03,
25,-1.200000e+00,-1.800000e-02,
26,-1.260000e+00,-8.000000e-03,
27,-1.180000e+00,-1.600000e-02,
28,-1.240000e+00,-1.200000e-02,
29,-1.180000e+00,-2.400000e-02,
30,-1.240000e+00,-2.400000e-02,
31,-1.160000e+00,-1.400000e-02,
32,-1.160000e+00,-1.600000e-02,
33,-1.220000e+00,-6.000001e-03,
34,-1.220000e+00,-8.000000e-03,
35,-1.140000e+00,-1.400000e-02,
36,-1.140000e+00,-1.000000e-02,
37,-1.220000e+00,-1.800000e-02,
38,-1.200000e+00,-1.000000e-02,
39,-1.140000e+00,-1.800000e-02,
40,-1.200000e+00,-1.200000e-02,
41,-1.120000e+00,-2.200000e-02,
42,-1.180000e+00,-2.000000e-02,
43,-1.120000e+00,-1.000000e-02,
44,-1.180000e+00,-1.800000e-02,
45,-1.100000e+00,-8.000000e-03,
46,-1.160000e+00,-8.000000e-03,
47,-1.060000e+00,-1.800000e-02,
48,-1.100000e+00,-1.200000e-02,
49,-1.000000e+00,-2.400000e-02,
50,-1.060000e+00,-1.800000e-02,
51,-9.400000e-01,-3.000000e-02,
52,-1.000000e+00,-2.600000e-02,
53,-9.000000e-01,-3.800000e-02,
54,-9.600000e-01,-3.800000e-02,
55,-8.400000e-01,-3.000000e-02,
56,-8.800000e-01,-3.600000e-02,
57,-7.800000e-01,-2.800000e-02,
58,-8.400000e-01,-3.200000e-02,
59,-7.600000e-01,-2.200000e-02,
60,-8.000000e-01,-2.600000e-02,
61,-7.400000e-01,-1.800000e-02,
62,-8.000000e-01,-2.200000e-02,
63,-7.200000e-01,-1.200000e-02,
64,-7.800000e-01,-6.000001e-03,
65,-6.800000e-01,-1.600000e-02,
66,-7.400000e-01,-1.600000e-02,
67,-6.400000e-01,-8.000000e-03,
68,-6.800000e-01,-1.400000e-02,
69,-6.000000e-01,-4.000000e-03,
70,-6.400000e-01,-1.000000e-02,
71,-5.600000e-01,2.000000e-03,
72,-6.000000e-01,2.000000e-03,
73,-5.200000e-01,-1.000000e-02,
74,-5.600000e-01,-1.000000e-02,
75,-4.800000e-01,0.000000e+00,
76,-5.400000e-01,-6.000001e-03,
77,-4.400000e-01,4.000000e-03,
78,-5.000000e-01,6.000001e-03,
79,-4.000000e-01,-6.000001e-03,
80,-4.600000e-01,-6.000001e-03,
81,-3.600000e-01,6.000001e-03,
82,-4.200000e-01,2.000000e-03,
83,-3.400000e-01,1.000000e-02,
84,-3.800000e-01,1.400000e-02,
85,-2.800000e-01,6.000001e-03,
86,-3.400000e-01,8.000000e-03,
87,-2.400000e-01,2.000000e-03,
88,-3.000000e-01,4.000000e-03,
89,-2.200000e-01,1.400000e-02,
90,-2.600000e-01,1.600000e-02,
91,-1.800000e-01,8.000000e-03,
92,-2.200000e-01,8.000000e-03,
93,-1.000000e-01,1.600000e-02,
94,-1.600000e-01,1.600000e-02,
95,-4.000000e-02,6.000001e-03,
96,-1.000000e-01,2.000000e-02,
97,0.000000e+00,1.000000e-02,
98,-6.000000e-02,1.200000e-02,
99,6.000000e-02,2.200000e-02,
100,0.000000e+00,2.400000e-02,
101,1.000000e-01,1.600000e-02,
102,6.000000e-02,2.400000e-02,
103,1.600000e-01,1.600000e-02,
104,1.200000e-01,1.800000e-02,
105,2.200000e-01,2.800000e-02,
